CODA Motion Analysis: throw0010.MDF [throw_1.stp]
Graph data: "export: scapula_humerus  *  Time"
Time	Marker Position																								Vector Angle		
Time	distal_hand.X	distal_hand.Y	distal_hand.Z	proximal_hand.X	proximal_hand.Y	proximal_hand.Z	distal_radius.X	distal_radius.Y	distal_radius.Z	proximal_radius.X	proximal_radius.Y	proximal_radius.Z	distal_humerus.X	distal_humerus.Y	distal_humerus.Z	proxinmal_humerus.X	proxinmal_humerus.Y	proxinmal_humerus.Z	distal_scapula.X	distal_scapula.Y	distal_scapula.Z	proximal_scapula.X	proximal_scapula.Y	proximal_scapula.Z	wrist__forearm	foream_arm	scapula_humerus
0.52500	-18.10	-336.80	435.93	16.79	-320.46	479.23	35.46	-305.20	507.02	75.07	-278.23	775.35	79.87	-279.34	790.39	264.56	-280.29	1041.49	280.85	-271.89	1069.32	186.43	-230.53	1029.71	-30.46	152.06	30.91
0.53000	-26.66	-336.89	440.34	9.14	-320.69	483.12	28.12	-305.40	510.51	71.85	-278.09	778.14	76.90	-279.06	793.18	264.24	-280.43	1041.96	280.81	-272.02	1069.58	186.07	-230.39	1030.68	-30.64	152.30	30.69
0.53500	-35.00	-336.94	444.79	1.61	-320.90	487.00	21.02	-305.66	514.15	68.75	-277.97	780.99	73.97	-278.82	795.89	264.02	-280.53	1042.48	280.78	-272.12	1069.86	185.78	-230.42	1031.60	-30.79	152.52	30.44
0.54000	-43.20	-336.99	449.36	-5.82	-321.00	490.89	14.04	-305.76	517.80	65.77	-277.73	783.75	71.15	-278.58	798.61	263.85	-280.63	1042.98	280.78	-272.24	1070.13	185.52	-230.36	1032.43	-30.98	152.75	30.15
0.54500	-51.19	-337.02	453.93	-13.02	-321.10	494.85	7.16	-305.90	521.40	62.88	-277.51	786.57	68.41	-278.34	801.35	263.66	-280.76	1043.49	280.81	-272.41	1070.37	185.24	-230.30	1033.28	-31.14	152.99	29.91
0.55000	-59.09	-337.03	458.58	-20.09	-321.17	498.86	0.23	-305.91	524.94	60.07	-277.17	789.33	65.76	-278.07	804.06	263.41	-280.90	1043.96	280.86	-272.50	1070.55	185.04	-230.23	1034.21	-31.33	153.27	29.74
0.55500	-66.93	-336.94	463.14	-27.04	-321.20	502.93	-6.27	-305.99	528.67	57.35	-276.90	792.08	63.17	-277.79	806.73	263.12	-281.09	1044.37	280.91	-272.66	1070.71	184.88	-230.21	1035.08	-31.50	153.50	29.57
0.56000	-74.50	-336.90	467.85	-33.92	-321.14	506.99	-12.76	-306.03	532.33	54.67	-276.48	794.66	60.72	-277.51	809.28	262.91	-281.19	1044.78	280.99	-272.81	1070.88	184.79	-230.07	1035.99	-31.62	153.77	29.42
0.56500	-81.87	-336.78	472.51	-40.69	-321.09	511.02	-18.89	-306.02	536.02	52.15	-276.25	797.29	58.38	-277.22	811.81	262.85	-281.34	1045.19	281.08	-273.01	1071.08	184.67	-230.02	1036.77	-31.71	153.99	29.18
0.57000	-88.98	-336.62	477.26	-47.24	-320.99	515.01	-25.01	-305.95	539.63	49.73	-275.94	799.88	56.14	-276.94	814.27	262.83	-281.49	1045.63	281.18	-273.13	1071.22	184.59	-229.98	1037.56	-31.85	154.25	29.01
0.57500	-96.00	-336.42	481.88	-53.61	-320.92	519.05	-30.83	-305.94	543.35	47.50	-275.66	802.47	53.98	-276.57	816.75	262.82	-281.62	1046.00	281.30	-273.27	1071.37	184.58	-229.95	1038.28	-31.93	154.49	28.78
0.58000	-102.80	-336.20	486.55	-59.87	-320.84	523.05	-36.66	-305.91	546.96	45.31	-275.28	804.84	51.95	-276.22	819.16	262.75	-281.74	1046.33	281.45	-273.43	1071.48	184.65	-229.97	1038.95	-32.00	154.77	28.57
0.58500	-109.51	-335.94	491.11	-65.99	-320.73	527.01	-42.16	-305.82	550.62	43.33	-274.90	807.32	50.02	-275.94	821.52	262.81	-281.90	1046.61	281.65	-273.61	1071.64	184.59	-229.91	1039.76	-32.06	155.03	28.43
0.59000	-116.05	-335.69	495.67	-71.92	-320.57	530.89	-47.68	-305.65	554.18	41.39	-274.51	809.69	48.21	-275.58	823.78	262.88	-282.07	1046.91	281.86	-273.77	1071.76	184.46	-229.78	1040.42	-32.19	155.32	28.27
0.59500	-122.43	-335.37	500.08	-77.63	-320.41	534.81	-52.67	-305.68	557.82	39.58	-274.20	812.09	46.48	-275.21	825.98	262.93	-282.21	1047.20	282.07	-273.95	1071.86	184.31	-229.62	1040.97	-32.27	155.56	28.09
0.60000	-128.55	-335.00	504.52	-83.05	-320.22	538.70	-57.88	-305.64	561.32	37.81	-273.76	814.29	44.91	-274.83	828.10	262.97	-282.37	1047.50	282.30	-274.07	1071.92	184.20	-229.46	1041.43	-32.37	155.90	27.91
0.60500	-134.45	-334.61	508.93	-88.38	-320.09	542.58	-62.78	-305.60	564.75	36.16	-273.44	816.46	43.44	-274.48	830.17	263.04	-282.46	1047.74	282.57	-274.33	1071.97	184.18	-229.34	1041.86	-32.40	156.19	27.72
0.61000	-140.15	-334.15	513.27	-93.51	-319.87	546.36	-67.65	-305.47	568.11	34.58	-273.03	818.55	42.06	-274.10	832.17	263.23	-282.57	1047.96	282.87	-274.54	1071.98	184.30	-229.28	1042.27	-32.43	156.50	27.52
0.61500	-145.64	-333.64	517.56	-98.55	-319.75	550.08	-72.22	-305.47	571.57	33.14	-272.72	820.56	40.75	-273.77	834.09	263.37	-282.76	1048.15	283.20	-274.75	1071.98	184.61	-229.34	1042.71	-32.43	156.81	27.34
0.62000	-150.92	-333.17	521.77	-103.37	-319.56	553.67	-76.55	-305.46	574.99	31.76	-272.21	822.48	39.47	-273.38	835.91	263.55	-282.90	1048.33	283.54	-274.92	1071.92	185.18	-229.53	1043.21	-32.51	157.11	27.20
0.62500	-155.99	-332.70	525.94	-107.92	-319.39	557.25	-80.71	-305.51	578.36	30.60	-271.79	824.39	38.33	-273.00	837.71	263.80	-283.03	1048.47	283.91	-275.14	1071.90	186.06	-229.90	1043.81	-32.58	157.41	27.05
0.63000	-160.99	-332.21	529.88	-112.34	-319.20	560.74	-84.60	-305.43	581.46	29.48	-271.33	826.20	37.29	-272.60	839.46	264.05	-283.19	1048.55	284.31	-275.31	1071.85	186.58	-230.13	1044.14	-32.62	157.67	26.85
0.63500	-165.70	-331.65	533.79	-116.29	-318.98	564.26	-88.19	-305.41	584.63	28.52	-270.92	827.94	36.41	-272.23	841.19	264.41	-283.35	1048.61	284.74	-275.50	1071.80	186.97	-230.24	1044.64	-32.71	157.92	26.77
0.64000	-170.21	-331.10	537.58	-120.28	-318.76	567.52	-91.57	-305.42	587.73	27.55	-270.42	829.50	35.57	-271.78	842.75	264.75	-283.49	1048.64	285.21	-275.73	1071.68	187.36	-230.37	1045.09	-32.82	158.17	26.74
0.64500	-174.33	-330.58	541.44	-124.01	-318.60	570.75	-94.80	-305.50	590.82	26.74	-270.02	831.02	34.78	-271.41	844.17	265.22	-283.66	1048.66	285.71	-275.96	1071.56	187.76	-230.51	1045.50	-32.94	158.43	26.69
0.65000	-178.18	-330.06	545.08	-127.58	-318.41	573.84	-98.14	-305.44	593.58	26.03	-269.58	832.38	34.05	-271.00	845.44	265.61	-283.83	1048.66	286.24	-276.21	1071.42	188.17	-230.67	1045.86	-32.92	158.74	26.66
0.65500	-182.06	-329.55	548.50	-130.77	-318.25	576.88	-101.23	-305.43	596.18	25.46	-269.23	833.68	33.43	-270.61	846.71	266.05	-284.03	1048.62	286.79	-276.14	1071.27	188.59	-230.85	1046.18	-32.97	159.03	26.63
0.66000	-185.54	-329.06	551.76	-133.73	-318.07	579.78	-104.12	-305.40	598.58	24.89	-268.74	834.80	32.89	-270.13	847.84	266.39	-284.27	1048.52	287.35	-276.31	1071.04	189.02	-231.05	1046.45	-32.95	159.32	26.64
0.66500	-188.92	-328.67	554.92	-136.49	-317.95	582.56	-106.50	-305.54	601.05	24.43	-268.37	835.85	32.50	-269.76	848.87	266.84	-284.53	1048.37	287.94	-276.62	1070.78	189.48	-231.27	1046.67	-33.06	159.55	26.65
0.67000	-191.77	-328.29	557.99	-139.10	-317.77	585.19	-108.85	-305.48	603.26	24.08	-267.93	836.79	32.17	-269.33	849.67	267.36	-284.75	1048.23	288.61	-276.91	1070.53	189.95	-231.50	1046.85	-33.04	159.82	26.67
0.67500	-194.52	-327.89	560.81	-141.37	-317.63	587.68	-110.82	-305.42	605.34	23.86	-267.61	837.65	31.93	-268.95	850.40	268.04	-285.01	1048.09	290.11	-277.19	1070.57	190.44	-231.76	1046.97	-33.08	160.04	26.62
0.68000	-196.91	-327.51	563.38	-143.58	-317.54	589.92	-112.72	-305.28	607.13	23.69	-267.22	838.29	31.71	-268.62	850.94	268.61	-285.28	1047.90	291.09	-277.48	1070.37	190.96	-232.04	1047.04	-33.00	160.28	26.63
0.68500	-199.06	-327.19	565.77	-145.39	-317.41	592.04	-114.32	-305.17	608.95	23.62	-266.92	838.82	31.66	-268.29	851.49	269.31	-285.57	1047.68	291.89	-277.85	1070.06	191.50	-232.34	1047.06	-32.95	160.51	26.64
0.69000	-200.91	-326.87	567.94	-147.04	-317.30	593.93	-116.01	-305.05	610.38	23.60	-266.51	839.17	31.74	-267.94	851.86	269.94	-285.86	1047.42	291.98	-278.16	1069.40	192.07	-232.66	1047.03	-32.86	160.78	26.76
0.69500	-202.65	-326.58	569.91	-148.44	-317.19	595.59	-117.31	-305.05	611.69	23.78	-266.25	839.53	31.90	-267.66	852.16	270.73	-286.16	1047.15	292.65	-278.48	1068.91	192.67	-233.01	1046.95	-32.88	161.00	26.84
0.70000	-204.04	-326.29	571.63	-149.64	-317.10	597.06	-118.49	-304.90	612.65	23.95	-265.96	839.68	32.12	-267.39	852.26	271.45	-286.49	1046.83	293.52	-278.82	1068.47	193.31	-233.38	1046.81	-32.85	161.22	26.92
0.70500	-205.27	-326.04	573.16	-150.67	-316.96	598.29	-119.40	-304.84	613.52	24.28	-265.74	839.80	32.38	-267.19	852.26	272.25	-286.85	1046.45	294.43	-279.14	1068.02	193.98	-233.77	1046.62	-32.86	161.41	26.97
0.71000	-206.26	-325.81	574.34	-151.37	-316.89	599.34	-120.21	-304.77	614.17	24.60	-265.52	839.62	32.75	-267.05	852.11	273.10	-287.19	1046.00	295.36	-279.83	1067.48	194.68	-234.18	1046.37	-32.81	161.61	27.05
0.71500	-207.08	-325.53	575.34	-151.91	-316.82	600.14	-120.78	-304.67	614.72	25.09	-265.41	839.41	33.21	-267.02	851.86	273.91	-287.54	1045.44	296.32	-280.27	1066.88	195.43	-234.63	1046.06	-32.81	161.80	27.15
0.72000	-207.65	-325.31	576.06	-152.05	-316.73	600.82	-120.92	-304.46	615.03	25.67	-265.36	839.00	33.80	-266.86	851.50	274.82	-287.89	1044.80	297.28	-280.54	1066.17	196.22	-235.09	1045.70	-32.80	161.94	27.28
0.72500	-207.88	-325.12	576.65	-152.29	-316.66	601.12	-120.87	-304.35	615.16	26.41	-265.36	838.64	34.51	-266.82	851.07	275.73	-288.33	1044.11	298.28	-280.87	1065.45	197.06	-235.59	1045.28	-32.85	162.05	27.40
0.73000	-207.77	-324.87	576.92	-152.09	-316.59	601.25	-120.74	-304.21	614.99	27.23	-265.29	838.09	35.26	-266.77	850.52	276.84	-288.75	1043.38	299.33	-281.26	1064.67	197.94	-236.11	1044.80	-32.85	162.16	27.51
0.73500	-207.47	-324.72	576.86	-151.78	-316.53	601.05	-120.42	-304.24	614.68	28.15	-265.37	837.50	36.06	-266.77	849.91	277.85	-289.20	1042.55	300.42	-281.64	1063.87	198.87	-236.66	1044.26	-32.82	162.24	27.62
0.74000	-206.83	-324.51	576.50	-150.93	-316.46	600.72	-119.81	-304.16	614.08	29.13	-265.47	836.80	36.90	-266.79	849.12	278.96	-289.68	1041.65	301.52	-281.99	1062.99	199.85	-237.23	1043.66	-32.80	162.27	27.73
0.74500	-205.96	-324.47	575.88	-150.11	-316.41	600.03	-118.79	-304.06	613.28	30.13	-265.66	835.96	37.88	-266.87	848.28	280.06	-290.22	1040.71	302.67	-282.41	1062.08	200.88	-237.84	1043.00	-32.83	162.24	27.85
0.75000	-204.90	-324.39	574.88	-149.01	-316.35	599.07	-117.60	-303.95	612.20	31.18	-265.81	834.90	38.95	-266.93	847.20	281.30	-290.76	1039.76	303.88	-282.82	1061.09	201.97	-238.47	1042.27	-32.86	162.22	28.01
0.75500	-203.47	-324.37	573.66	-147.75	-316.28	597.88	-116.04	-303.96	610.97	32.31	-266.11	833.70	40.10	-267.09	846.10	282.56	-291.30	1038.74	305.11	-283.31	1060.10	203.12	-239.14	1041.49	-32.84	162.13	28.13
0.76000	-201.98	-324.29	572.02	-146.29	-316.28	596.36	-114.45	-303.88	609.31	33.56	-266.33	832.44	41.27	-267.32	844.75	283.78	-291.85	1037.67	306.39	-283.82	1059.03	204.33	-239.83	1040.64	-32.83	162.06	28.28
0.76500	-199.99	-324.27	570.23	-144.62	-316.25	594.55	-112.66	-303.86	607.43	34.91	-266.65	831.07	42.54	-267.54	843.34	285.06	-292.45	1036.54	307.71	-283.98	1057.97	205.61	-240.56	1039.72	-32.87	161.96	28.41
0.77000	-197.96	-324.31	568.00	-142.63	-316.23	592.42	-110.94	-303.91	605.25	36.28	-266.89	829.43	43.88	-267.78	841.71	286.31	-293.07	1035.34	309.11	-284.40	1056.85	206.95	-241.31	1038.74	-32.90	161.91	28.56
0.77500	-195.46	-324.34	565.58	-140.34	-316.24	590.09	-108.58	-303.95	603.11	37.78	-267.16	827.73	45.37	-268.11	840.01	287.81	-293.67	1034.07	310.56	-284.96	1055.76	208.35	-242.10	1037.69	-32.94	161.76	28.65
0.78000	-192.92	-324.35	562.71	-137.78	-316.25	587.46	-106.16	-304.04	600.64	39.37	-267.54	825.85	46.93	-268.39	838.22	289.32	-294.27	1032.81	312.08	-285.51	1054.63	209.83	-242.93	1036.57	-32.96	161.63	28.74
0.78500	-190.03	-324.48	559.60	-135.08	-316.38	584.56	-103.29	-304.16	598.02	41.08	-268.00	823.99	48.63	-268.83	836.31	290.99	-294.92	1031.54	314.45	-286.07	1053.82	211.38	-243.78	1035.39	-33.01	161.43	28.72
0.79000	-186.85	-324.54	556.15	-132.06	-316.44	581.43	-100.32	-304.16	595.04	42.83	-268.29	821.86	50.42	-269.25	834.25	292.56	-295.60	1030.23	316.30	-286.57	1052.69	213.00	-244.67	1034.14	-32.97	161.24	28.80
0.79500	-183.31	-324.68	552.52	-128.94	-316.57	578.12	-97.04	-304.35	591.92	44.66	-268.69	819.74	52.30	-269.76	832.06	294.10	-296.25	1028.84	317.95	-287.09	1051.44	214.70	-245.60	1032.82	-32.90	161.02	28.91
0.80000	-179.59	-324.76	548.57	-125.50	-316.73	574.62	-93.61	-304.50	588.60	46.67	-269.15	817.39	54.22	-270.25	829.79	295.66	-296.86	1027.45	318.86	-287.63	1049.84	216.48	-246.56	1031.42	-32.77	160.82	29.11
0.80500	-175.64	-324.89	544.41	-121.70	-316.90	570.99	-89.83	-304.66	585.25	48.77	-269.66	815.09	56.23	-270.89	827.47	297.33	-297.52	1026.06	320.34	-288.14	1048.48	218.34	-247.55	1029.96	-32.68	160.57	29.18
0.81000	-171.28	-324.99	540.04	-117.52	-317.09	567.07	-86.05	-304.80	581.63	50.96	-270.10	812.50	58.39	-271.44	825.00	299.23	-298.20	1024.66	322.08	-288.61	1047.14	220.29	-248.59	1028.42	-32.62	160.34	29.24
0.81500	-166.63	-325.22	535.46	-113.10	-317.36	562.98	-81.93	-305.04	577.85	53.26	-270.58	809.91	60.66	-271.97	822.40	301.16	-298.83	1023.21	323.82	-289.05	1045.77	222.32	-249.66	1026.81	-32.57	160.08	29.28
0.82000	-161.82	-325.37	530.59	-108.57	-317.59	558.65	-77.76	-305.17	573.67	55.65	-271.07	807.14	63.02	-272.54	819.63	303.03	-299.48	1021.69	325.62	-289.87	1044.41	224.04	-250.61	1025.44	-32.47	159.84	29.52
0.82500	-156.75	-325.53	525.49	-103.68	-317.84	554.17	-72.84	-305.36	569.53	58.21	-271.70	804.37	65.52	-273.13	816.80	304.90	-300.17	1020.10	327.45	-290.07	1043.04	226.11	-251.59	1023.75	-32.45	159.50	29.56
0.83000	-151.27	-325.74	520.20	-98.40	-318.07	549.54	-67.88	-305.56	565.15	60.81	-272.15	801.38	68.14	-273.73	813.83	306.79	-300.84	1018.50	329.31	-290.44	1041.67	228.02	-252.61	1022.37	-32.38	159.20	29.83
0.83500	-145.34	-325.92	514.81	-92.80	-318.37	544.75	-62.59	-305.80	560.72	63.58	-272.63	798.21	70.91	-274.37	810.80	308.78	-301.44	1016.89	331.21	-290.54	1040.23	229.89	-253.62	1020.94	-32.35	158.88	30.13
0.84000	-139.13	-326.12	509.14	-87.01	-318.52	539.76	-57.36	-305.97	556.00	66.47	-273.11	794.96	73.75	-274.96	807.60	310.76	-302.09	1015.27	333.15	-290.89	1038.82	231.67	-254.63	1019.53	-32.17	158.62	30.46
0.84500	-132.64	-326.36	503.24	-80.92	-318.76	534.58	-51.51	-306.25	551.18	69.56	-273.78	791.66	76.76	-275.53	804.32	312.81	-302.71	1013.63	335.94	-291.35	1037.74	233.52	-255.68	1017.99	-32.06	158.29	30.65
0.85000	-125.67	-326.51	497.19	-74.58	-319.01	529.10	-45.40	-306.43	546.12	72.74	-274.32	788.21	79.85	-276.18	800.87	314.85	-303.32	1011.94	338.13	-291.80	1036.41	235.45	-256.66	1016.45	-32.00	157.94	30.93
0.85500	-118.38	-326.67	490.93	-67.78	-319.23	523.60	-38.66	-306.78	541.03	76.01	-274.87	784.63	83.06	-276.81	797.40	316.95	-303.90	1010.20	340.95	-292.25	1035.31	237.45	-257.61	1014.77	-31.95	157.51	31.07
0.86000	-110.67	-326.89	484.62	-60.80	-319.43	517.82	-31.82	-307.05	535.72	79.38	-275.41	780.96	86.35	-277.37	793.83	319.20	-304.49	1008.48	342.40	-292.67	1033.62	239.38	-258.53	1013.11	-31.95	157.06	31.41
0.86500	-103.43	-327.07	477.44	-53.35	-319.65	512.01	-24.51	-307.32	530.43	82.94	-275.99	777.29	89.79	-278.00	790.20	321.49	-305.06	1006.74	344.28	-293.05	1032.10	241.40	-259.45	1011.41	-31.87	156.58	31.69
0.87000	-95.21	-327.24	470.77	-45.56	-319.80	506.05	-17.04	-307.53	524.89	86.67	-276.54	773.51	93.41	-278.55	786.49	323.88	-305.68	1005.02	345.54	-293.47	1030.33	243.49	-260.44	1009.79	-31.96	156.12	32.09
0.87500	-86.58	-327.45	463.88	-37.39	-319.99	500.11	-9.15	-307.85	519.39	90.56	-277.02	769.63	97.14	-279.16	782.67	326.18	-306.17	1003.19	347.43	-293.89	1028.84	245.65	-261.33	1008.17	-31.90	155.64	32.44
0.88000	-76.90	-327.66	457.57	-29.02	-320.18	494.00	-1.17	-308.14	513.74	94.56	-277.57	765.66	101.03	-279.75	778.77	328.55	-306.64	1001.45	349.62	-294.26	1027.46	247.83	-262.35	1006.51	-31.93	155.19	32.75
0.88500	-67.29	-327.82	450.62	-20.38	-320.38	487.87	7.31	-308.34	508.17	98.74	-278.07	761.63	105.08	-280.41	774.76	330.97	-307.13	999.70	351.85	-294.29	1026.11	249.92	-263.35	1004.82	-31.71	154.72	33.08
0.89000	-57.33	-328.08	443.71	-11.21	-320.54	481.71	16.14	-308.50	502.39	103.10	-278.58	757.53	109.32	-281.02	770.71	333.51	-307.61	998.06	354.08	-294.54	1024.83	251.99	-264.31	1003.19	-31.69	154.22	33.43
0.89500	-46.98	-328.29	436.65	-1.52	-320.76	475.57	25.52	-308.69	496.72	107.71	-279.03	753.35	113.77	-281.68	766.66	336.10	-307.98	996.43	356.30	-294.47	1023.69	254.04	-265.29	1001.63	-31.66	153.70	33.77
0.90000	-36.20	-328.46	429.69	8.60	-320.98	469.43	35.38	-308.85	491.06	112.57	-279.42	749.23	118.37	-282.32	762.60	338.72	-308.32	994.91	359.33	-294.30	1023.00	256.18	-266.28	1000.19	-31.78	153.16	34.04
0.90500	-24.91	-328.74	422.73	19.11	-321.13	463.29	45.57	-309.02	485.40	117.61	-279.90	744.94	123.25	-282.85	758.57	341.33	-308.66	993.47	362.58	-294.10	1022.49	258.33	-267.20	998.72	-31.83	152.64	34.28
0.91000	-13.04	-329.05	415.91	29.94	-321.34	457.20	56.17	-309.07	479.76	122.83	-280.34	740.73	128.31	-283.44	754.51	343.95	-309.03	992.19	365.82	-293.87	1022.04	260.55	-268.12	997.25	-31.82	152.11	34.53
0.91500	-0.68	-329.24	409.15	41.26	-321.59	451.18	66.88	-309.16	474.05	128.26	-280.77	736.42	133.65	-284.01	750.43	346.60	-309.34	991.01	368.25	-293.65	1021.35	262.76	-269.04	995.63	-31.77	151.65	34.78
0.92000	12.18	-329.49	402.48	52.97	-321.78	445.25	78.12	-309.24	468.62	133.93	-281.21	732.29	139.18	-284.52	746.29	349.19	-309.63	989.98	370.46	-293.42	1020.69	265.07	-269.96	994.09	-31.69	151.20	35.08
0.92500	25.49	-329.70	395.89	65.25	-322.02	439.44	89.61	-309.32	463.15	139.86	-281.63	728.19	144.93	-285.04	742.17	351.84	-309.81	989.11	372.64	-293.13	1020.16	267.35	-270.76	992.62	-31.65	150.78	35.38
0.93000	39.32	-329.94	389.45	77.93	-322.27	433.76	101.80	-309.37	457.91	146.04	-282.04	724.14	150.87	-285.57	738.13	354.42	-310.03	988.38	374.84	-292.76	1019.79	269.72	-271.63	991.37	-31.64	150.31	35.75
0.93500	53.56	-330.14	383.09	91.21	-322.43	428.29	114.28	-309.35	452.76	152.52	-282.26	720.11	157.05	-285.99	734.15	357.07	-310.19	987.80	377.01	-292.74	1019.54	272.07	-272.34	990.15	-31.65	149.88	36.10
0.94000	68.33	-330.33	376.95	104.89	-322.63	423.02	127.29	-309.51	447.95	159.21	-282.60	716.16	163.46	-286.41	730.22	359.66	-310.34	987.37	379.17	-292.77	1019.45	274.44	-273.07	989.14	-31.65	149.44	36.51
0.94500	83.49	-330.48	370.97	119.15	-322.75	417.94	140.70	-309.55	443.26	166.17	-282.93	712.26	170.14	-286.79	726.29	362.24	-310.44	987.04	381.31	-292.77	1019.49	276.74	-273.87	988.19	-31.80	149.03	36.95
0.95000	99.18	-330.61	365.35	133.70	-322.88	413.11	154.71	-309.59	438.90	173.44	-283.38	708.43	177.10	-287.10	722.58	364.88	-310.55	986.90	383.41	-292.79	1019.67	279.05	-274.66	987.48	-31.88	148.58	37.47
0.95500	115.41	-330.73	359.92	148.67	-322.89	408.50	169.23	-309.58	434.70	180.99	-283.72	704.54	184.33	-287.43	718.88	367.48	-310.62	986.89	385.51	-292.77	1019.97	281.31	-275.46	986.88	-31.90	148.15	38.04
0.96000	132.30	-330.74	354.79	164.14	-322.96	404.18	184.13	-309.53	430.92	188.82	-283.99	700.79	191.83	-287.82	715.40	370.02	-310.64	987.11	387.58	-292.73	1020.45	283.62	-276.22	986.49	-31.81	147.74	38.65
0.96500	149.66	-330.77	349.96	180.08	-323.00	400.07	199.49	-309.47	427.31	196.93	-284.28	697.25	199.58	-288.15	711.93	372.51	-310.57	987.45	389.65	-292.63	1021.07	285.90	-276.85	986.16	-31.81	147.34	39.29
0.97000	167.50	-330.80	345.56	196.63	-323.01	396.39	215.27	-309.41	424.12	205.38	-284.70	694.06	207.64	-288.46	708.70	375.05	-310.49	987.96	391.69	-292.85	1021.84	288.25	-277.56	985.94	-31.92	146.96	39.92
0.97500	185.86	-330.74	341.57	213.52	-322.96	392.98	231.54	-309.22	421.21	214.11	-284.95	690.95	215.97	-288.83	705.54	377.64	-310.38	988.60	393.70	-292.84	1022.75	290.55	-278.21	985.79	-31.98	146.57	40.56
0.98000	204.68	-330.69	337.91	231.10	-322.81	390.14	248.02	-309.01	418.73	223.09	-285.30	688.00	224.57	-289.26	702.66	380.23	-310.30	989.39	395.63	-292.69	1023.82	292.85	-278.91	985.72	-32.11	146.21	41.17
0.98500	224.11	-330.58	334.83	248.48	-322.57	387.24	264.99	-308.72	416.70	232.25	-285.66	685.17	233.42	-289.61	699.94	382.82	-310.15	990.31	397.56	-292.55	1024.99	295.10	-279.55	985.74	-31.89	145.82	41.81
0.99000	244.01	-330.40	332.25	266.22	-322.35	384.88	282.42	-308.40	415.22	241.64	-286.15	682.77	242.53	-290.01	697.45	385.42	-310.00	991.35	398.66	-292.35	1025.98	297.34	-280.18	985.91	-31.55	145.41	42.49
0.99500	264.49	-330.21	330.29	284.26	-322.01	382.92	300.44	-307.92	414.24	251.29	-286.52	680.48	251.86	-290.37	695.17	387.92	-309.75	992.56	400.38	-292.12	1027.37	299.50	-280.78	986.22	-31.05	144.96	43.22
1.00000	285.41	-329.97	328.91	303.98	-321.71	382.53	318.80	-307.51	413.73	261.18	-286.89	678.49	261.41	-290.76	693.25	390.37	-309.57	993.92	402.22	-292.24	1028.98	301.67	-281.43	986.67	-31.39	144.51	43.96
1.00500	306.87	-329.68	328.16	324.18	-321.31	382.75	337.50	-307.06	413.73	271.30	-287.07	676.70	271.18	-291.14	691.53	392.88	-309.30	995.43	404.79	-292.09	1031.01	303.77	-282.03	987.24	-31.72	144.05	44.74
1.01000	328.78	-329.37	328.04	344.91	-320.96	383.64	356.51	-306.57	414.35	281.66	-287.46	675.33	281.16	-291.57	690.09	395.33	-309.02	997.06	406.69	-291.84	1032.91	305.86	-282.63	987.92	-32.18	143.60	45.55
1.01500	351.08	-329.10	328.54	365.41	-320.64	384.60	375.85	-306.03	415.56	292.26	-287.84	674.13	291.37	-291.89	688.86	397.69	-308.70	998.79	408.34	-291.61	1034.82	307.89	-283.18	988.67	-32.25	143.15	46.39
1.02000	373.81	-328.69	329.77	386.18	-320.32	386.21	395.49	-305.46	417.42	303.16	-288.24	673.23	301.79	-292.30	688.02	399.94	-308.38	1000.65	409.15	-291.37	1036.53	309.96	-283.82	989.52	-32.20	142.73	47.21
1.02500	396.83	-328.30	331.75	407.10	-319.90	388.41	415.50	-304.77	420.00	314.35	-288.50	672.50	312.42	-292.70	687.41	402.25	-308.00	1002.58	410.49	-290.77	1038.56	312.05	-284.39	990.43	-32.10	142.26	48.04
1.03000	420.22	-327.86	334.48	428.32	-319.34	391.41	435.77	-304.11	423.25	325.76	-288.95	672.28	323.28	-293.09	687.11	404.56	-307.62	1004.62	412.00	-290.38	1040.76	314.12	-285.04	991.40	-31.93	141.81	48.88
1.03500	443.90	-327.33	337.99	449.52	-318.92	394.70	456.25	-303.37	427.03	337.37	-289.29	672.29	334.36	-293.42	687.02	406.73	-307.25	1006.71	414.23	-290.08	1043.32	316.14	-285.63	992.32	-31.52	141.38	49.77
1.04000	467.92	-326.77	342.22	471.00	-318.57	398.90	476.95	-303.07	431.48	349.15	-289.70	672.74	345.67	-293.82	687.31	408.83	-306.86	1008.86	415.79	-289.74	1045.66	318.15	-286.22	993.32	-31.03	140.97	50.69
1.04500	492.33	-326.50	347.27	492.74	-318.19	403.68	497.82	-302.33	436.51	361.19	-290.08	673.32	357.13	-294.15	687.82	410.84	-306.42	1011.05	417.06	-289.43	1047.96	320.13	-286.77	994.31	-30.40	140.58	51.60
1.05000	516.89	-326.26	353.02	515.50	-317.68	409.88	518.84	-301.57	442.33	373.48	-290.62	674.23	368.78	-294.54	688.70	412.95	-306.06	1013.30	418.24	-289.12	1050.27	322.11	-287.29	995.38	-30.68	140.17	52.52
1.05500	541.69	-325.93	359.63	537.97	-317.12	416.39	539.93	-300.75	448.69	386.00	-291.11	675.33	380.65	-294.91	689.72	415.02	-305.63	1015.59	419.41	-288.44	1052.59	324.07	-287.75	996.36	-30.43	139.80	53.45
1.06000	566.52	-325.36	367.04	560.43	-316.82	423.86	560.06	-300.46	455.44	398.74	-291.71	676.85	392.73	-295.10	691.11	417.12	-305.22	1017.89	420.48	-287.99	1054.87	326.04	-288.20	997.34	-29.96	139.65	54.38
